id	definition	parents
MESH:D012162	A retrogressive pathological change in the retina, focal or generalized, caused by genetic defects, inflammation, trauma, vascular disease, or aging. Degeneration affecting predominantly the macula lutea of the retina is MACULAR DEGENERATION. (Newell, Ophthalmology: Principles and Concepts, 7th ed, p304)	
MESH:D012163	Separation of the inner layers of the retina (neural retina) from the pigment epithelium. Retinal detachment occurs more commonly in men than in women, in eyes with degenerative myopia, in aging and in aphakia. It may occur after an uncomplicated cataract extraction, but it is seen more often if vitreous humor has been lost during surgery. (Dorland, 27th ed; Newell, Ophthalmology: Principles and Concepts, 7th ed, p310-12).	
MESH:D012164	Diseases involving the RETINA.	
MESH:D012166	Bleeding from the vessels of the retina.	
MESH:D012167	Perforations through the whole thickness of the retina including the macula as the result of inflammation, trauma, degeneration, etc. The concept includes retinal breaks, tears, dialyses, and holes.	
MESH:D012170	Blockage of the RETINAL VEIN. Those at high risk for this condition include patients with HYPERTENSION; DIABETES MELLITUS; ATHEROSCLEROSIS; and other CARDIOVASCULAR DISEASES.	
MESH:D012173	Inflammation of the RETINA. It is rarely limited to the retina, but is commonly associated with diseases of the choroid (CHORIORETINITIS) and of the OPTIC DISK (neuroretinitis).	
MESH:D012174	Hereditary, progressive degeneration of the retina due to death of ROD PHOTORECEPTORS initially and subsequent death of CONE PHOTORECEPTORS. It is characterized by deposition of pigment in the retina.	
MESH:D012175	A malignant tumor arising from the nuclear layer of the retina that is the most common primary tumor of the eye in children. The tumor tends to occur in early childhood or infancy and may be present at birth. The majority are sporadic, but the condition may be transmitted as an autosomal dominant trait. Histologic features include dense cellularity, small round polygonal cells, and areas of calcification and necrosis. An abnormal pupil reflex (leukokoria); NYSTAGMUS, PATHOLOGIC; STRABISMUS; and visual loss represent common clinical characteristics of this condition. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, p2104)	
MESH:D012178	A bilateral retinopathy occurring in premature infants treated with excessively high concentrations of oxygen, characterized by vascular dilatation, proliferation, and tortuosity, edema, and retinal detachment, with ultimate conversion of the retina into a fibrous mass that can be seen as a dense retrolental membrane. Usually growth of the eye is arrested and may result in microophthalmia, and blindness may occur. (Dorland, 27th ed)	
MESH:D012181	Pathological processes involving the VESTIBULOCOCHLEAR NERVE; BRAINSTEM; or CENTRAL NERVOUS SYSTEM. When hearing loss is due to retrocochlear pathology, it is called retrocochlear hearing loss.	
MESH:D012183	Pathologic changes that occur in the axon and cell body of a neuron proximal to an axonal lesion. The process is characterized by central chromatolysis which features flattening and displacement of the nucleus, loss of Nissl bodies, and cellular edema. Central chromatolysis primarily occurs in lower motor neurons.	
MESH:D012185	A slowly progressive condition of unknown etiology, characterized by deposition of fibrous tissue in the retroperitoneal space compressing the ureters, great vessels, bile duct, and other structures. When associated with abdominal aortic aneurysm, it may be called chronic periaortitis or inflammatory perianeurysmal fibrosis.	
MESH:D012186	New abnormal growth of tissue in the RETROPERITONEAL SPACE.	
MESH:D012188	Pathological or accidental introduction of air into the retroperitoneal space.	
MESH:D012192	Virus diseases caused by the RETROVIRIDAE.	
MESH:D012202	A form of encephalopathy with fatty infiltration of the LIVER, characterized by brain EDEMA and VOMITING that may rapidly progress to SEIZURES; COMA; and DEATH. It is caused by a generalized loss of mitochondrial function leading to disturbances in fatty acid and CARNITINE metabolism.	
MESH:D012206	Necrosis or disintegration of skeletal muscle often followed by myoglobinuria.	
MESH:D012207	A benign tumor derived from striated muscle. It is extremely rare, generally occurring in the tongue, neck muscles, larynx, uvula, nasal cavity, axilla, vulva, and heart. These tumors are treated by simple excision. (Dorland, 27th ed; DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1354)	
MESH:D012208	A malignant solid tumor arising from mesenchymal tissues which normally differentiate to form striated muscle. It can occur in a wide variety of sites. It is divided into four distinct types: pleomorphic, predominantly in male adults; alveolar (RHABDOMYOSARCOMA, ALVEOLAR), mainly in adolescents and young adults; embryonal (RHABDOMYOSARCOMA, EMBRYONAL), predominantly in infants and children; and botryoidal, also in young children. It is one of the most frequently occurring soft tissue sarcomas and the most common in children under 15. (From Dorland, 27th ed; Holland et al., Cancer Medicine, 3d ed, p2186; DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, pp1647-9)	
MESH:D012213	A febrile disease occurring as a delayed sequela of infections with STREPTOCOCCUS PYOGENES. It is characterized by multiple focal inflammatory lesions of the connective tissue structures, such as the heart, blood vessels, and joints (POLYARTHRITIS) and brain, and by the presence of ASCHOFF BODIES in the myocardium and skin.	
MESH:D012214	Cardiac manifestation of systemic rheumatological conditions, such as RHEUMATIC FEVER. Rheumatic heart disease can involve any part the heart, most often the HEART VALVES and the ENDOCARDIUM.	
MESH:D012215	A small round or oval, mostly subcutaneous nodule made up chiefly of a mass of Aschoff bodies and seen in cases of rheumatic fever. It is differentiated from the RHEUMATOID NODULE which appears in rheumatoid arthritis, most frequently over bony prominences. (From Dorland, 27th ed)	
MESH:D012216	Disorders of connective tissue, especially the joints and related structures, characterized by inflammation, degeneration, or metabolic derangement.	
MESH:D012218	Subcutaneous nodules seen in 20-30% of rheumatoid arthritis patients. They may arise anywhere on the body, but are most frequently found over the bony prominences. The nodules are characterized histologically by dense areas of fibrinoid necrosis with basophilic streaks and granules, surrounded by a palisade of cells, mainly fibroblasts and histiocytes.	
MESH:D012220	Inflammation of the NASAL MUCOSA, the mucous membrane lining the NASAL CAVITIES.	
MESH:D012221	Inflammation of the mucous membrane of the nose similar to that found in hay fever except that symptoms persist throughout the year. The causes are usually air-borne allergens, particularly dusts, feathers, molds, animal fur, etc.	
MESH:D012222	A chronic inflammation in which the NASAL MUCOSA gradually changes from a functional to a non-functional lining without mucociliary clearance. It is often accompanied by degradation of the bony TURBINATES, and the foul-smelling mucus which forms a greenish crust (ozena).	
MESH:D012223	A form of non-allergic rhinitis that is characterized by nasal congestion and posterior pharyngeal drainage.	
MESH:D012224	A manifestation of severe ROSACEA resulting in significant enlargement of the NOSE and occurring primarily in men. It is caused by hypertrophy of the SEBACEOUS GLANDS and surrounding CONNECTIVE TISSUE. The nose is reddened and marked with TELANGIECTASIS.	
MESH:D012226	A granulomatous disease caused by KLEBSIELLA RHINOSCLEROMATIS infection. Despite its name, this disease is not limited to the nose and NASOPHARYNX but may affect any part of the RESPIRATORY TRACT, sometimes with extension to the lip and the skin.	
MESH:D012227	Chronic, localized granulomatous infection of mucocutaneous tissues, especially the NOSE, and characterized by HYPERPLASIA and the development of POLYPS. It is found in humans and other animals and is caused by the mesomycetozoean organism RHINOSPORIDIUM SEEBERI.	
MESH:D012253	Fractures of any of the RIBS.	
MESH:D012257	A dietary deficiency of riboflavin causing a syndrome chiefly marked by cheilitis, angular stomatitis, glossitis associated with a purplish red or magenta-colored tongue that may show fissures, corneal vascularization, dyssebacia, and anemia. (Dorland, 27th ed)	
MESH:D012279	Disorders caused by interruption of BONE MINERALIZATION manifesting as OSTEOMALACIA in adults and characteristic deformities in infancy and childhood due to disturbances in normal BONE FORMATION. The mineralization process may be interrupted by disruption of VITAMIN D; PHOSPHORUS; or CALCIUM homeostasis, resulting from dietary deficiencies, or acquired, or inherited metabolic, or hormonal disturbances.	
MESH:D012282	Infections by the genus RICKETTSIA.	
MESH:D012288	Infections with bacteria of the family RICKETTSIACEAE.	
MESH:D012295	An acute infection caused by the RIFT VALLEY FEVER VIRUS, an RNA arthropod-borne virus, affecting domestic animals and humans. In animals, symptoms include HEPATITIS; abortion (ABORTION, VETERINARY); and DEATH. In humans, symptoms range from those of a flu-like disease to hemorrhagic fever, ENCEPHALITIS, or BLINDNESS.	
MESH:D012298	Muscular rigidity which develops in the cadaver usually from 4 to 10 hours after death and lasts 3 or 4 days.	
MESH:D012301	A viral disease of cloven-hoofed animals caused by MORBILLIVIRUS. It may be acute, subacute, or chronic with the major lesions characterized by inflammation and ulceration of the entire digestive tract. The disease was declared successfully eradicated worldwide in 2010.	
MESH:D012303	Aberrant chromosomes with no ends, i.e., circular.	
MESH:D012327	Diseases caused by RNA VIRUSES.	
MESH:D012373	An acute febrile illness caused by RICKETTSIA RICKETTSII. It is transmitted to humans by bites of infected ticks and occurs only in North and South America. Characteristics include a sudden onset with headache and chills and fever lasting about two to three weeks. A cutaneous rash commonly appears on the extremities and trunk about the fourth day of illness.	
MESH:D012376	Diseases of rodents of the order RODENTIA. This term includes diseases of Sciuridae (squirrels), Geomyidae (gophers), Heteromyidae (pouched mice), Castoridae (beavers), Cricetidae (rats and mice), Muridae (Old World rats and mice), Erethizontidae (porcupines), and Caviidae (guinea pigs).	
MESH:D012391	Resorption in which cementum or dentin is lost from the root of a tooth owing to cementoclastic or osteoclastic activity in conditions such as trauma of occlusion or neoplasms. (Dorland, 27th ed)	
MESH:D012393	A cutaneous disorder primarily of convexities of the central part of the FACE, such as FOREHEAD; CHEEK; NOSE; and CHIN. It is characterized by FLUSHING; ERYTHEMA; EDEMA; RHINOPHYMA; papules; and ocular symptoms. It may occur at any age but typically after age 30. There are various subtypes of rosacea: erythematotelangiectatic, papulopustular, phymatous, and ocular (National Rosacea Society's Expert Committee on the Classification and Staging of Rosacea, J Am Acad Dermatol 2002; 46:584-7).	
